id,FOODS_3_090_TX_1_evaluation,event_name_1,wday,FOODS_3_318_TX_1_evaluation,event_name_1,wday,FOODS_3_586_TX_1_evaluation,event_name_1,wday,FOODS_3_090_TX_2_evaluation,event_name_1,wday,FOODS_3_252_TX_2_evaluation,event_name_1,wday,FOODS_3_318_TX_2_evaluation,event_name_1,wday,FOODS_3_555_TX_2_evaluation,event_name_1,wday,FOODS_3_586_TX_2_evaluation,event_name_1,wday,FOODS_3_587_TX_2_evaluation,event_name_1,wday,FOODS_2_360_TX_3_evaluation,event_name_1,wday,FOODS_3_090_TX_3_evaluation,event_name_1,wday,FOODS_3_252_TX_3_evaluation,event_name_1,wday,FOODS_3_318_TX_3_evaluation,event_name_1,wday,FOODS_3_555_TX_3_evaluation,event_name_1,wday,FOODS_3_586_TX_3_evaluation,event_name_1,wday,FOODS_3_587_TX_3_evaluation,event_name_1,wday
d_938,215,No event,7,23,No event,7,47,No event,7,141,No event,7,114,No event,7,20,No event,7,54,No event,7,139,No event,7,17,No event,7,19,No event,7,217,No event,7,83,No event,7,29,No event,7,73,No event,7,117,No event,7,0,No event,7
d_939,402,No event,1,60,No event,1,112,No event,1,143,No event,1,129,No event,1,29,No event,1,78,No event,1,179,No event,1,30,No event,1,16,No event,1,272,No event,1,108,No event,1,40,No event,1,82,No event,1,136,No event,1,0,No event,1
d_940,350,No event,2,60,No event,2,100,No event,2,159,No event,2,93,No event,2,16,No event,2,83,No event,2,196,No event,2,5,No event,2,16,No event,2,248,No event,2,33,No event,2,42,No event,2,62,No event,2,138,No event,2,0,No event,2
d_941,283,No event,3,3,No event,3,39,No event,3,102,No event,3,62,No event,3,16,No event,3,30,No event,3,107,No event,3,0,No event,3,16,No event,3,199,No event,3,35,No event,3,30,No event,3,14,No event,3,92,No event,3,0,No event,3
d_942,102,No event,4,17,No event,4,51,No event,4,187,No event,4,51,No event,4,29,No event,4,38,No event,4,90,No event,4,0,No event,4,24,No event,4,204,No event,4,38,No event,4,27,No event,4,22,No event,4,78,No event,4,0,No event,4
d_943,203,No event,5,13,No event,5,51,No event,5,184,No event,5,46,No event,5,40,No event,5,29,No event,5,75,No event,5,0,No event,5,4,No event,5,110,No event,5,39,No event,5,40,No event,5,35,No event,5,86,No event,5,0,No event,5
d_944,208,No event,6,22,No event,6,44,No event,6,149,No event,6,51,No event,6,32,No event,6,36,No event,6,86,No event,6,11,No event,6,13,No event,6,111,No event,6,41,No event,6,28,No event,6,54,No event,6,89,No event,6,0,No event,6
d_945,399,No event,7,35,No event,7,53,No event,7,214,No event,7,79,No event,7,15,No event,7,38,No event,7,84,No event,7,13,No event,7,18,No event,7,125,No event,7,64,No event,7,54,No event,7,49,No event,7,65,No event,7,0,No event,7
d_946,259,No event,1,22,No event,1,74,No event,1,282,No event,1,86,No event,1,57,No event,1,62,No event,1,126,No event,1,32,No event,1,38,No event,1,228,No event,1,104,No event,1,56,No event,1,71,No event,1,101,No event,1,0,No event,1
d_947,222,Before event,2,23,Before event,2,80,Before event,2,338,Before event,2,84,Before event,2,39,Before event,2,58,Before event,2,128,Before event,2,13,Before event,2,26,Before event,2,238,Before event,2,86,Before event,2,17,Before event,2,64,Before event,2,111,Before event,2,0,Before event,2
d_948,232,LaborDay,3,22,LaborDay,3,72,LaborDay,3,412,LaborDay,3,75,LaborDay,3,37,LaborDay,3,46,LaborDay,3,109,LaborDay,3,8,LaborDay,3,19,LaborDay,3,163,LaborDay,3,49,LaborDay,3,20,LaborDay,3,69,LaborDay,3,117,LaborDay,3,0,LaborDay,3
d_949,157,After event,4,23,After event,4,33,After event,4,181,After event,4,84,After event,4,46,After event,4,46,After event,4,111,After event,4,0,After event,4,35,After event,4,9,After event,4,48,After event,4,14,After event,4,49,After event,4,96,After event,4,0,After event,4
d_950,172,No event,5,13,No event,5,44,No event,5,399,No event,5,64,No event,5,29,No event,5,22,No event,5,71,No event,5,0,No event,5,27,No event,5,67,No event,5,24,No event,5,6,No event,5,34,No event,5,66,No event,5,0,No event,5
d_951,192,No event,6,26,No event,6,42,No event,6,255,No event,6,55,No event,6,15,No event,6,48,No event,6,115,No event,6,2,No event,6,42,No event,6,204,No event,6,48,No event,6,4,No event,6,45,No event,6,76,No event,6,0,No event,6
d_952,210,No event,7,45,No event,7,28,No event,7,222,No event,7,91,No event,7,27,No event,7,51,No event,7,122,No event,7,1,No event,7,23,No event,7,110,No event,7,41,No event,7,17,No event,7,39,No event,7,70,No event,7,0,No event,7
d_953,235,No event,1,31,No event,1,43,No event,1,256,No event,1,86,No event,1,25,No event,1,68,No event,1,122,No event,1,3,No event,1,47,No event,1,195,No event,1,42,No event,1,76,No event,1,52,No event,1,93,No event,1,0,No event,1
d_954,211,No event,2,11,No event,2,54,No event,2,351,No event,2,88,No event,2,37,No event,2,62,No event,2,131,No event,2,4,No event,2,23,No event,2,220,No event,2,43,No event,2,8,No event,2,59,No event,2,97,No event,2,0,No event,2
d_955,108,No event,3,6,No event,3,27,No event,3,158,No event,3,63,No event,3,17,No event,3,40,No event,3,91,No event,3,0,No event,3,37,No event,3,147,No event,3,34,No event,3,10,No event,3,39,No event,3,64,No event,3,0,No event,3
d_956,194,No event,4,7,No event,4,44,No event,4,144,No event,4,47,No event,4,16,No event,4,37,No event,4,70,No event,4,0,No event,4,12,No event,4,167,No event,4,26,No event,4,13,No event,4,26,No event,4,64,No event,4,0,No event,4
d_957,109,No event,5,9,No event,5,55,No event,5,187,No event,5,60,No event,5,42,No event,5,28,No event,5,77,No event,5,0,No event,5,12,No event,5,135,No event,5,41,No event,5,10,No event,5,34,No event,5,77,No event,5,0,No event,5
d_958,102,No event,6,16,No event,6,48,No event,6,228,No event,6,57,No event,6,20,No event,6,41,No event,6,83,No event,6,18,No event,6,24,No event,6,106,No event,6,30,No event,6,12,No event,6,34,No event,6,65,No event,6,0,No event,6
d_959,192,No event,7,11,No event,7,62,No event,7,253,No event,7,90,No event,7,20,No event,7,39,No event,7,105,No event,7,14,No event,7,23,No event,7,326,No event,7,42,No event,7,24,No event,7,33,No event,7,70,No event,7,0,No event,7
d_960,264,No event,1,22,No event,1,88,No event,1,266,No event,1,103,No event,1,64,No event,1,58,No event,1,130,No event,1,23,No event,1,20,No event,1,163,No event,1,47,No event,1,35,No event,1,49,No event,1,93,No event,1,0,No event,1
d_961,228,No event,2,15,No event,2,69,No event,2,248,No event,2,84,No event,2,24,No event,2,57,No event,2,123,No event,2,26,No event,2,41,No event,2,9,No event,2,50,No event,2,58,No event,2,67,No event,2,102,No event,2,0,No event,2
d_962,180,No event,3,13,No event,3,46,No event,3,180,No event,3,60,No event,3,4,No event,3,30,No event,3,65,No event,3,11,No event,3,29,No event,3,111,No event,3,32,No event,3,19,No event,3,32,No event,3,69,No event,3,0,No event,3
d_963,167,No event,4,4,No event,4,51,No event,4,190,No event,4,58,No event,4,8,No event,4,28,No event,4,78,No event,4,13,No event,4,24,No event,4,106,No event,4,35,No event,4,29,No event,4,31,No event,4,45,No event,4,0,No event,4
d_964,126,No event,5,0,No event,5,44,No event,5,285,No event,5,39,No event,5,3,No event,5,38,No event,5,68,No event,5,10,No event,5,35,No event,5,94,No event,5,28,No event,5,29,No event,5,48,No event,5,68,No event,5,0,No event,5
d_965,132,No event,6,0,No event,6,28,No event,6,152,No event,6,35,No event,6,0,No event,6,24,No event,6,69,No event,6,5,No event,6,26,No event,6,101,No event,6,28,No event,6,22,No event,6,22,No event,6,63,No event,6,0,No event,6
d_966,155,No event,7,3,No event,7,31,No event,7,157,No event,7,42,No event,7,9,No event,7,26,No event,7,64,No event,7,9,No event,7,20,No event,7,118,No event,7,17,No event,7,22,No event,7,29,No event,7,46,No event,7,0,No event,7
d_967,218,No event,1,20,No event,1,47,No event,1,237,No event,1,52,No event,1,25,No event,1,36,No event,1,75,No event,1,25,No event,1,23,No event,1,192,No event,1,50,No event,1,15,No event,1,41,No event,1,95,No event,1,0,No event,1
d_968,277,No event,2,22,No event,2,52,No event,2,222,No event,2,54,No event,2,13,No event,2,38,No event,2,77,No event,2,19,No event,2,25,No event,2,128,No event,2,43,No event,2,19,No event,2,49,No event,2,74,No event,2,0,No event,2
d_969,216,No event,3,13,No event,3,40,No event,3,98,No event,3,31,No event,3,16,No event,3,27,No event,3,51,No event,3,19,No event,3,23,No event,3,99,No event,3,25,No event,3,8,No event,3,26,No event,3,48,No event,3,0,No event,3
d_970,149,No event,4,13,No event,4,41,No event,4,119,No event,4,35,No event,4,15,No event,4,25,No event,4,77,No event,4,12,No event,4,16,No event,4,110,No event,4,33,No event,4,16,No event,4,31,No event,4,62,No event,4,0,No event,4
d_971,187,No event,5,31,No event,5,40,No event,5,111,No event,5,32,No event,5,3,No event,5,28,No event,5,99,No event,5,9,No event,5,13,No event,5,101,No event,5,34,No event,5,21,No event,5,28,No event,5,49,No event,5,0,No event,5
d_972,174,No event,6,5,No event,6,30,No event,6,200,No event,6,46,No event,6,10,No event,6,26,No event,6,96,No event,6,16,No event,6,12,No event,6,86,No event,6,39,No event,6,15,No event,6,30,No event,6,49,No event,6,0,No event,6
d_973,70,No event,7,14,No event,7,30,No event,7,212,No event,7,67,No event,7,22,No event,7,39,No event,7,108,No event,7,20,No event,7,16,No event,7,127,No event,7,30,No event,7,11,No event,7,29,No event,7,62,No event,7,0,No event,7
d_974,189,No event,1,17,No event,1,52,No event,1,182,No event,1,86,No event,1,0,No event,1,37,No event,1,114,No event,1,19,No event,1,17,No event,1,193,No event,1,28,No event,1,25,No event,1,29,No event,1,81,No event,1,0,No event,1
d_975,154,No event,2,12,No event,2,44,No event,2,246,No event,2,42,No event,2,0,No event,2,34,No event,2,116,No event,2,17,No event,2,19,No event,2,61,No event,2,36,No event,2,37,No event,2,46,No event,2,87,No event,2,0,No event,2
d_976,28,No event,3,4,No event,3,39,No event,3,60,No event,3,35,No event,3,4,No event,3,32,No event,3,81,No event,3,12,No event,3,29,No event,3,90,No event,3,28,No event,3,17,No event,3,33,No event,3,57,No event,3,0,No event,3
d_977,6,No event,4,1,No event,4,44,No event,4,4,No event,4,60,No event,4,15,No event,4,50,No event,4,105,No event,4,23,No event,4,39,No event,4,98,No event,4,34,No event,4,9,No event,4,35,No event,4,68,No event,4,0,No event,4
d_978,0,No event,5,0,No event,5,32,No event,5,4,No event,5,37,No event,5,18,No event,5,32,No event,5,66,No event,5,8,No event,5,33,No event,5,106,No event,5,19,No event,5,6,No event,5,27,No event,5,52,No event,5,0,No event,5
d_979,0,No event,6,0,No event,6,45,No event,6,7,No event,6,39,No event,6,8,No event,6,47,No event,6,88,No event,6,22,No event,6,39,No event,6,141,No event,6,34,No event,6,5,No event,6,27,No event,6,77,No event,6,0,No event,6
d_980,0,No event,7,0,No event,7,38,No event,7,4,No event,7,40,No event,7,11,No event,7,42,No event,7,113,No event,7,18,No event,7,41,No event,7,164,No event,7,29,No event,7,15,No event,7,38,No event,7,76,No event,7,0,No event,7
d_981,86,No event,1,14,No event,1,60,No event,1,114,No event,1,80,No event,1,27,No event,1,52,No event,1,110,No event,1,21,No event,1,34,No event,1,180,No event,1,60,No event,1,19,No event,1,43,No event,1,97,No event,1,0,No event,1
d_982,100,No event,2,13,No event,2,54,No event,2,93,No event,2,54,No event,2,13,No event,2,30,No event,2,100,No event,2,32,No event,2,46,No event,2,164,No event,2,36,No event,2,5,No event,2,47,No event,2,100,No event,2,0,No event,2
d_983,41,No event,3,4,No event,3,32,No event,3,110,No event,3,47,No event,3,12,No event,3,35,No event,3,64,No event,3,29,No event,3,44,No event,3,12,No event,3,19,No event,3,13,No event,3,28,No event,3,75,No event,3,0,No event,3
d_984,46,No event,4,10,No event,4,20,No event,4,43,No event,4,42,No event,4,4,No event,4,38,No event,4,74,No event,4,14,No event,4,16,No event,4,57,No event,4,26,No event,4,8,No event,4,24,No event,4,37,No event,4,0,No event,4
d_985,55,No event,5,6,No event,5,24,No event,5,55,No event,5,37,No event,5,7,No event,5,39,No event,5,72,No event,5,10,No event,5,31,No event,5,34,No event,5,38,No event,5,1,No event,5,34,No event,5,84,No event,5,0,No event,5
d_986,78,No event,6,13,No event,6,34,No event,6,71,No event,6,37,No event,6,10,No event,6,38,No event,6,84,No event,6,16,No event,6,20,No event,6,4,No event,6,43,No event,6,0,No event,6,24,No event,6,71,No event,6,0,No event,6
d_987,91,No event,7,2,No event,7,47,No event,7,86,No event,7,48,No event,7,7,No event,7,41,No event,7,118,No event,7,9,No event,7,24,No event,7,86,No event,7,26,No event,7,0,No event,7,29,No event,7,77,No event,7,0,No event,7
d_988,85,No event,1,12,No event,1,72,No event,1,120,No event,1,67,No event,1,14,No event,1,54,No event,1,129,No event,1,23,No event,1,47,No event,1,109,No event,1,38,No event,1,5,No event,1,46,No event,1,79,No event,1,0,No event,1
d_989,76,Before event,2,8,Before event,2,68,Before event,2,110,Before event,2,54,Before event,2,16,Before event,2,59,Before event,2,108,Before event,2,27,Before event,2,74,Before event,2,85,Before event,2,28,Before event,2,4,Before event,2,24,Before event,2,84,Before event,2,0,Before event,2
d_990,80,ColumbusDay,3,11,ColumbusDay,3,61,ColumbusDay,3,138,ColumbusDay,3,40,ColumbusDay,3,9,ColumbusDay,3,51,ColumbusDay,3,86,ColumbusDay,3,14,ColumbusDay,3,40,ColumbusDay,3,74,ColumbusDay,3,30,ColumbusDay,3,8,ColumbusDay,3,27,ColumbusDay,3,68,ColumbusDay,3,0,ColumbusDay,3
d_991,68,EidAlAdha,4,5,EidAlAdha,4,48,EidAlAdha,4,73,EidAlAdha,4,35,EidAlAdha,4,13,EidAlAdha,4,51,EidAlAdha,4,81,EidAlAdha,4,25,EidAlAdha,4,58,EidAlAdha,4,68,EidAlAdha,4,33,EidAlAdha,4,11,EidAlAdha,4,33,EidAlAdha,4,70,EidAlAdha,4,0,EidAlAdha,4
d_992,47,After event,5,0,After event,5,56,After event,5,59,After event,5,34,After event,5,8,After event,5,53,After event,5,78,After event,5,19,After event,5,27,After event,5,53,After event,5,19,After event,5,3,After event,5,20,After event,5,51,After event,5,0,After event,5
d_993,42,No event,6,3,No event,6,53,No event,6,56,No event,6,48,No event,6,2,No event,6,56,No event,6,86,No event,6,6,No event,6,41,No event,6,58,No event,6,16,No event,6,9,No event,6,24,No event,6,57,No event,6,0,No event,6
d_994,65,No event,7,6,No event,7,58,No event,7,97,No event,7,47,No event,7,11,No event,7,41,No event,7,86,No event,7,15,No event,7,27,No event,7,63,No event,7,18,No event,7,4,No event,7,33,No event,7,59,No event,7,0,No event,7
d_995,75,No event,1,14,No event,1,73,No event,1,116,No event,1,53,No event,1,17,No event,1,84,No event,1,128,No event,1,18,No event,1,45,No event,1,99,No event,1,33,No event,1,9,No event,1,47,No event,1,92,No event,1,0,No event,1
d_996,73,No event,2,10,No event,2,68,No event,2,121,No event,2,68,No event,2,13,No event,2,72,No event,2,151,No event,2,18,No event,2,23,No event,2,85,No event,2,43,No event,2,9,No event,2,32,No event,2,80,No event,2,0,No event,2
d_997,58,No event,3,4,No event,3,42,No event,3,59,No event,3,46,No event,3,3,No event,3,35,No event,3,79,No event,3,14,No event,3,46,No event,3,72,No event,3,28,No event,3,9,No event,3,25,No event,3,41,No event,3,0,No event,3
d_998,38,No event,4,5,No event,4,45,No event,4,96,No event,4,39,No event,4,10,No event,4,31,No event,4,68,No event,4,8,No event,4,21,No event,4,65,No event,4,18,No event,4,5,No event,4,38,No event,4,56,No event,4,0,No event,4
d_999,46,No event,5,5,No event,5,51,No event,5,50,No event,5,34,No event,5,11,No event,5,33,No event,5,62,No event,5,12,No event,5,26,No event,5,54,No event,5,28,No event,5,4,No event,5,24,No event,5,43,No event,5,0,No event,5
d_1000,56,No event,6,8,No event,6,50,No event,6,74,No event,6,46,No event,6,8,No event,6,35,No event,6,73,No event,6,21,No event,6,14,No event,6,76,No event,6,24,No event,6,11,No event,6,23,No event,6,54,No event,6,0,No event,6
d_1001,50,No event,7,15,No event,7,58,No event,7,75,No event,7,45,No event,7,9,No event,7,45,No event,7,87,No event,7,23,No event,7,8,No event,7,66,No event,7,29,No event,7,7,No event,7,20,No event,7,53,No event,7,0,No event,7
d_1002,73,No event,1,14,No event,1,72,No event,1,111,No event,1,69,No event,1,8,No event,1,58,No event,1,100,No event,1,19,No event,1,27,No event,1,97,No event,1,38,No event,1,6,No event,1,60,No event,1,68,No event,1,0,No event,1
d_1003,59,No event,2,6,No event,2,54,No event,2,130,No event,2,36,No event,2,7,No event,2,30,No event,2,69,No event,2,31,No event,2,24,No event,2,66,No event,2,38,No event,2,8,No event,2,34,No event,2,70,No event,2,0,No event,2
d_1004,54,No event,3,5,No event,3,57,No event,3,58,No event,3,43,No event,3,13,No event,3,23,No event,3,55,No event,3,24,No event,3,28,No event,3,77,No event,3,28,No event,3,2,No event,3,30,No event,3,48,No event,3,0,No event,3
d_1005,38,No event,4,3,No event,4,47,No event,4,117,No event,4,35,No event,4,11,No event,4,39,No event,4,66,No event,4,21,No event,4,16,No event,4,46,No event,4,21,No event,4,7,No event,4,19,No event,4,43,No event,4,0,No event,4
d_1006,48,Before event,5,3,Before event,5,62,Before event,5,85,Before event,5,48,Before event,5,5,Before event,5,28,Before event,5,76,Before event,5,17,Before event,5,6,Before event,5,69,Before event,5,17,Before event,5,2,Before event,5,25,Before event,5,54,Before event,5,0,Before event,5
d_1007,45,Halloween,6,5,Halloween,6,38,Halloween,6,94,Halloween,6,33,Halloween,6,6,Halloween,6,25,Halloween,6,80,Halloween,6,25,Halloween,6,15,Halloween,6,103,Halloween,6,19,Halloween,6,1,Halloween,6,18,Halloween,6,54,Halloween,6,0,Halloween,6
d_1008,83,After event,7,9,After event,7,61,After event,7,110,After event,7,52,After event,7,11,After event,7,46,After event,7,92,After event,7,23,After event,7,26,After event,7,84,After event,7,22,After event,7,3,After event,7,37,After event,7,70,After event,7,0,After event,7
d_1009,78,No event,1,6,No event,1,47,No event,1,121,No event,1,65,No event,1,9,No event,1,34,No event,1,84,No event,1,24,No event,1,44,No event,1,110,No event,1,35,No event,1,12,No event,1,48,No event,1,74,No event,1,0,No event,1
d_1010,84,No event,2,16,No event,2,69,No event,2,92,No event,2,65,No event,2,6,No event,2,38,No event,2,115,No event,2,43,No event,2,53,No event,2,92,No event,2,26,No event,2,11,No event,2,36,No event,2,80,No event,2,0,No event,2
d_1011,40,No event,3,3,No event,3,40,No event,3,105,No event,3,26,No event,3,11,No event,3,18,No event,3,50,No event,3,23,No event,3,43,No event,3,58,No event,3,9,No event,3,13,No event,3,12,No event,3,36,No event,3,0,No event,3
d_1012,50,No event,4,10,No event,4,56,No event,4,77,No event,4,43,No event,4,4,No event,4,31,No event,4,85,No event,4,36,No event,4,28,No event,4,48,No event,4,33,No event,4,3,No event,4,31,No event,4,56,No event,4,0,No event,4
d_1013,45,No event,5,3,No event,5,43,No event,5,74,No event,5,33,No event,5,9,No event,5,35,No event,5,60,No event,5,15,No event,5,60,No event,5,90,No event,5,21,No event,5,8,No event,5,26,No event,5,40,No event,5,0,No event,5
d_1014,72,No event,6,8,No event,6,43,No event,6,92,No event,6,43,No event,6,8,No event,6,34,No event,6,80,No event,6,24,No event,6,37,No event,6,42,No event,6,23,No event,6,4,No event,6,42,No event,6,41,No event,6,0,No event,6
d_1015,44,No event,7,7,No event,7,34,No event,7,89,No event,7,41,No event,7,10,No event,7,49,No event,7,92,No event,7,25,No event,7,14,No event,7,69,No event,7,38,No event,7,9,No event,7,29,No event,7,71,No event,7,0,No event,7
d_1016,0,No event,1,0,No event,1,83,No event,1,100,No event,1,73,No event,1,0,No event,1,37,No event,1,114,No event,1,45,No event,1,16,No event,1,118,No event,1,49,No event,1,0,No event,1,33,No event,1,69,No event,1,0,No event,1
d_1017,0,Before event,2,0,Before event,2,55,Before event,2,107,Before event,2,75,Before event,2,7,Before event,2,11,Before event,2,129,Before event,2,38,Before event,2,12,Before event,2,91,Before event,2,29,Before event,2,0,Before event,2,33,Before event,2,69,Before event,2,0,Before event,2
d_1018,153,VeteransDay,3,14,VeteransDay,3,52,VeteransDay,3,22,VeteransDay,3,48,VeteransDay,3,5,VeteransDay,3,6,VeteransDay,3,90,VeteransDay,3,41,VeteransDay,3,20,VeteransDay,3,87,VeteransDay,3,34,VeteransDay,3,60,VeteransDay,3,32,VeteransDay,3,51,VeteransDay,3,0,VeteransDay,3
d_1019,121,After event,4,10,After event,4,57,After event,4,0,After event,4,50,After event,4,13,After event,4,20,After event,4,65,After event,4,20,After event,4,12,After event,4,52,After event,4,19,After event,4,78,After event,4,28,After event,4,42,After event,4,0,After event,4
d_1020,0,No event,5,17,No event,5,55,No event,5,0,No event,5,27,No event,5,22,No event,5,28,No event,5,65,No event,5,33,No event,5,30,No event,5,0,No event,5,24,No event,5,63,No event,5,20,No event,5,49,No event,5,0,No event,5
d_1021,0,No event,6,29,No event,6,35,No event,6,0,No event,6,41,No event,6,12,No event,6,25,No event,6,65,No event,6,33,No event,6,15,No event,6,0,No event,6,25,No event,6,33,No event,6,30,No event,6,55,No event,6,0,No event,6
d_1022,0,No event,7,26,No event,7,43,No event,7,0,No event,7,60,No event,7,11,No event,7,41,No event,7,112,No event,7,24,No event,7,29,No event,7,0,No event,7,39,No event,7,35,No event,7,34,No event,7,63,No event,7,0,No event,7
d_1023,0,No event,1,36,No event,1,65,No event,1,0,No event,1,68,No event,1,51,No event,1,48,No event,1,154,No event,1,60,No event,1,17,No event,1,0,No event,1,52,No event,1,26,No event,1,52,No event,1,86,No event,1,0,No event,1
d_1024,0,No event,2,36,No event,2,77,No event,2,0,No event,2,59,No event,2,60,No event,2,59,No event,2,138,No event,2,33,No event,2,22,No event,2,0,No event,2,46,No event,2,12,No event,2,55,No event,2,94,No event,2,0,No event,2
d_1025,0,No event,3,35,No event,3,69,No event,3,0,No event,3,46,No event,3,26,No event,3,48,No event,3,82,No event,3,26,No event,3,27,No event,3,0,No event,3,27,No event,3,28,No event,3,34,No event,3,51,No event,3,0,No event,3
d_1026,0,No event,4,14,No event,4,50,No event,4,0,No event,4,48,No event,4,42,No event,4,28,No event,4,99,No event,4,32,No event,4,9,No event,4,0,No event,4,18,No event,4,26,No event,4,32,No event,4,61,No event,4,0,No event,4
d_1027,0,No event,5,24,No event,5,38,No event,5,0,No event,5,49,No event,5,28,No event,5,29,No event,5,96,No event,5,25,No event,5,0,No event,5,0,No event,5,21,No event,5,19,No event,5,33,No event,5,55,No event,5,0,No event,5
d_1028,0,No event,6,25,No event,6,38,No event,6,0,No event,6,46,No event,6,30,No event,6,41,No event,6,93,No event,6,29,No event,6,0,No event,6,0,No event,6,19,No event,6,43,No event,6,16,No event,6,43,No event,6,0,No event,6
d_1029,0,No event,7,37,No event,7,28,No event,7,0,No event,7,55,No event,7,40,No event,7,43,No event,7,108,No event,7,31,No event,7,0,No event,7,0,No event,7,16,No event,7,17,No event,7,17,No event,7,51,No event,7,0,No event,7
d_1030,0,No event,1,38,No event,1,43,No event,1,0,No event,1,76,No event,1,57,No event,1,48,No event,1,116,No event,1,36,No event,1,0,No event,1,0,No event,1,26,No event,1,33,No event,1,32,No event,1,68,No event,1,0,No event,1
d_1031,0,No event,2,32,No event,2,63,No event,2,0,No event,2,55,No event,2,59,No event,2,45,No event,2,99,No event,2,47,No event,2,0,No event,2,0,No event,2,21,No event,2,40,No event,2,34,No event,2,71,No event,2,0,No event,2
d_1032,0,No event,3,20,No event,3,53,No event,3,0,No event,3,38,No event,3,37,No event,3,36,No event,3,63,No event,3,8,No event,3,0,No event,3,0,No event,3,24,No event,3,29,No event,3,23,No event,3,57,No event,3,0,No event,3
d_1033,0,No event,4,39,No event,4,40,No event,4,0,No event,4,35,No event,4,83,No event,4,33,No event,4,77,No event,4,46,No event,4,0,No event,4,0,No event,4,13,No event,4,81,No event,4,29,No event,4,51,No event,4,0,No event,4
d_1034,0,Before event,5,66,Before event,5,56,Before event,5,0,Before event,5,46,Before event,5,80,Before event,5,55,Before event,5,123,Before event,5,37,Before event,5,21,Before event,5,0,Before event,5,42,Before event,5,94,Before event,5,41,Before event,5,80,Before event,5,0,Before event,5
d_1035,0,Thanksgiving,6,41,Thanksgiving,6,98,Thanksgiving,6,0,Thanksgiving,6,72,Thanksgiving,6,45,Thanksgiving,6,62,Thanksgiving,6,149,Thanksgiving,6,26,Thanksgiving,6,0,Thanksgiving,6,0,Thanksgiving,6,50,Thanksgiving,6,27,Thanksgiving,6,51,Thanksgiving,6,73,Thanksgiving,6,0,Thanksgiving,6
d_1036,0,After event,7,0,After event,7,84,After event,7,0,After event,7,49,After event,7,0,After event,7,51,After event,7,110,After event,7,22,After event,7,16,After event,7,0,After event,7,58,After event,7,0,After event,7,46,After event,7,82,After event,7,0,After event,7
d_1037,0,No event,1,0,No event,1,74,No event,1,0,No event,1,39,No event,1,0,No event,1,66,No event,1,109,No event,1,20,No event,1,16,No event,1,0,No event,1,30,No event,1,0,No event,1,29,No event,1,79,No event,1,0,No event,1
d_1038,0,No event,2,0,No event,2,72,No event,2,0,No event,2,52,No event,2,0,No event,2,99,No event,2,136,No event,2,56,No event,2,25,No event,2,0,No event,2,41,No event,2,0,No event,2,33,No event,2,95,No event,2,0,No event,2
d_1039,212,No event,3,39,No event,3,43,No event,3,222,No event,3,27,No event,3,31,No event,3,44,No event,3,87,No event,3,38,No event,3,16,No event,3,265,No event,3,14,No event,3,51,No event,3,22,No event,3,63,No event,3,0,No event,3
d_1040,130,No event,4,21,No event,4,82,No event,4,264,No event,4,13,No event,4,43,No event,4,55,No event,4,126,No event,4,50,No event,4,23,No event,4,44,No event,4,26,No event,4,87,No event,4,35,No event,4,97,No event,4,0,No event,4
d_1041,80,Before event,5,0,Before event,5,58,Before event,5,236,Before event,5,37,Before event,5,0,Before event,5,42,Before event,5,82,Before event,5,27,Before event,5,42,Before event,5,147,Before event,5,16,Before event,5,0,Before event,5,28,Before event,5,62,Before event,5,0,Before event,5
d_1042,88,Chanukah End,6,0,Chanukah End,6,44,Chanukah End,6,230,Chanukah End,6,43,Chanukah End,6,0,Chanukah End,6,47,Chanukah End,6,100,Chanukah End,6,38,Chanukah End,6,24,Chanukah End,6,236,Chanukah End,6,26,Chanukah End,6,0,Chanukah End,6,28,Chanukah End,6,53,Chanukah End,6,0,Chanukah End,6
d_1043,76,After event,7,0,After event,7,47,After event,7,258,After event,7,58,After event,7,0,After event,7,39,After event,7,99,After event,7,34,After event,7,24,After event,7,148,After event,7,14,After event,7,0,After event,7,27,After event,7,43,After event,7,0,After event,7
d_1044,109,No event,1,0,No event,1,73,No event,1,340,No event,1,62,No event,1,0,No event,1,54,No event,1,125,No event,1,44,No event,1,26,No event,1,358,No event,1,38,No event,1,0,No event,1,37,No event,1,74,No event,1,0,No event,1
d_1045,0,No event,2,0,No event,2,63,No event,2,3,No event,2,31,No event,2,0,No event,2,53,No event,2,156,No event,2,43,No event,2,26,No event,2,0,No event,2,29,No event,2,0,No event,2,35,No event,2,82,No event,2,0,No event,2
d_1046,0,No event,3,0,No event,3,49,No event,3,0,No event,3,26,No event,3,0,No event,3,43,No event,3,110,No event,3,38,No event,3,33,No event,3,0,No event,3,15,No event,3,0,No event,3,15,No event,3,52,No event,3,0,No event,3
d_1047,0,No event,4,0,No event,4,50,No event,4,0,No event,4,29,No event,4,0,No event,4,49,No event,4,78,No event,4,29,No event,4,29,No event,4,0,No event,4,17,No event,4,0,No event,4,28,No event,4,59,No event,4,0,No event,4
d_1048,0,No event,5,22,No event,5,60,No event,5,0,No event,5,37,No event,5,18,No event,5,46,No event,5,103,No event,5,43,No event,5,7,No event,5,0,No event,5,21,No event,5,65,No event,5,31,No event,5,33,No event,5,0,No event,5
